,sentence_1_id,sentence_2_id,sentence_1,sentence_2,label
1637,a1637,b1637,"The album was well received, selling 350,000 copies and being certified silver; the singles ""Lenny"", ""Hening"" (""Silent""), and ""Malam Pertama"" (""Wedding Night"") received much airplay.After Resesi, Chrisye collaborated with Djarot and Jockie on the 1983 album Metropolitan.","The album, drawing on new wave influences and dealing mainly with issues facing youth, was well received, later going silver; the single ""Selamat Jalan Kekasih"" (""Goodbye Dear"") also became a hit.",1
1638,a1638,b1638,"That year, Chrisye and Yanti had their first daughter, Rizkia Nurannisa.","The following year, Chrisye, Djarot, and Jockie collaborated again on Nona (Miss), which featured social criticism; the album spawned four singles and went on to be certified platinum.",1
1639,a1639,b1639,"Despite Nona's warm sales, after some influence from Aciu, Chrisye decided to look for a new sound and broke off his partnership with Djarot and Jockie in mid-1984.Chrisye approached Addie MS, a young composer, and asked him to help with the next album.","Addie, despite feeling that he was not in the same class as Djarot and Jockie, accepted, and  suggested using similar melodies as in ""Lilin-Lilin Kecil"" and Badai Pasti Berlalu.",1
1640,a1640,b1640,"The resulting album, Sendiri (Alone), with songs by Guruh and Junaidi Salat, included harps, oboes, cor anglais, and a string section.","Spawning three singles,In late 1984 Chrisye approached another young composer, Adjie Soetama, to help him prepare his next album.",1
1641,a1641,b1641,Light beats and cheerful melodies were in vogue at the time; therefore the two used a lighter style.,"Recording for the new album, titled Aku Cinta Dia (I Love Her), began in 1985, with additional songs from Guruh and Dadang S. Manaf.",1
1642,a1642,b1642,"Upon its release, Aku Cinta Dia sold hundreds of thousands of copies in the first week and was eventually certified gold.","That same year, Chrisye and Adji Soetama released Hip Hip Hura (Hip Hip Hurray!",1
1643,a1643,b1643,"), and another collaboration, Nona Lisa (Miss Lisa), was released in 1986; the later two albums had similar beats and rhythms and sold well, although not as well as Aku Cinta Dia.Despite the success of the trilogy, Chrisye and his family continued to struggle financially; twice they had to sell their family car to raise cash.",This led Chrisye to briefly consider quitting the music industry.,1
1644,a1644,b1644,"In 1988 Chrisye recorded Jumpa Pertama (First Meeting), and the following year he released Pergilah Kasih (Go Away Dear).","He later recalled that the album, with an arrangement by Younky Suwarno, had a ""beautiful touch"".On 27 February of the following year, Chrisye and Yanti had twin sons, Randa Pramasha and Rayinda Prashatya.",1
1645,a1645,b1645,"In 1992 Chrisye recorded a cover single of Koes Plus' song ""Cintamu T'lah Berlalu"" (""Your Love has Passed"") with arrangement by Younky; the music video was again broadcast on MTV Southeast Asia and became the first Indonesian music video to be broadcast on the American version of MTV.","The following year, Chrisye paired up with Younky again to record Sendiri Lagi (Alone Again), a project which required four months of planning and another four months of recording;Although Sendiri Lagi did fairly well, in the beginning of the 1990s Chrisye began to feel pressure from the increasingly visual-oriented music industry and growing amount of young talent.Gauri tried for several weeks to persuade Chrisye to commit to the concert, and following Chrisye's introduction to Erwin Gutawa, who was scheduled to handle the arrangements,The concert, entitled Sendiri to demonstrate that ""100% Indonesian"" concerts could be successful,Following the success of his Sendiri tour, Chrisye began to explore the possibility of producing an album of his early hits, remastered by Gutawa.",1
1646,a1646,b1646,"On the condition that they use an Australian orchestra to provide backing music, Gutawa agreed to an acoustic-flavoured album.","Aciu also agreed, despite the expected cost of Rp 600 million (US$70,000).",1
1647,a1647,b1647,"After basic recording in Jakarta, Chrisye, Gutawa, and sound engineer Dany Lisapali spent two weeks in Studio 301 in Sydney finishing off the album.","The Philip Hartl Chamber Orchestra provided the music; the mixing and mastering was also completed in Sydney.After AkustiChrisye, Gutawa suggested that Chrisye try a new style, with more serious songs.",1
1648,a1648,b1648,"The two soon began collaborating on Kala Cinta Menggoda, again using an Australian orchestra.","Chrisye, however, found himself unable to record one of the songs, ""Ketika Tangan dan Kaki Berkata"" (""When Hands and Feet Speak""), written by poet Taufiq Ismail and based on verse 65 of the Qu'ranic sura Ya Sin; he would break into tears after singing only a couple of verses.",1
1649,a1649,b1649,"Eventually, the day before he was to leave for Australia, he completed the song with Yanti's support.","On 11 October Chrisye performed ""Indonesia Perkasa"" (""Powerful Indonesia"") at the opening ceremony of the 1997 Southeast Asian Games; the song was written for the event.Chrisye began work on a rearrangement of Badai Pasti Berlalu in 1999 at the request of Musica Studios – although he felt that the original album was fine – and once again teamed up with Gutawa.",1
1650,a1650,b1650,"The new album, which retained the title Badai Pasti Berlalu, cost Rp.800 million (US$95,000) to produce and promote, in part owing to the cost of employing an Australian orchestra, the Victorian Philharmonic Orchestra.In 2001 Chrisye released the studio album Konser Tur 2001 (Concert Tour 2001), which included two new songs and several old ones.","The music video for one of the new songs, ""Setia"" (""Loyal""), was controversial owing to its portrayal of a woman in tight clothing.",1
1651,a1651,b1651,"Soon afterwards, Chrisye decided to cover some of what he considered the most important Indonesian songs since the country's independence in 1945, ranging from songs from the 1940s like Ismail Marzuki's ""Kr.","Pasar Gambir &amp; Stambul Anak Jampang"" (""Kroncong of Gambir Market and Stambul of the Cowlicked Child""), to the late 1990s such as Ahmad Dhani's ""Kangen"" (""Longing"").",1
1652,a1652,b1652,It also featured a song written exclusively for the album by Pongky of Jikustik and two duets with Sophia Latjuba.,"The album, Dekade (Decade), was released in 2002; by October 2003 it had sold 350,000 copies.",1
1653,a1653,b1653,"On 12 July 2004 Chrisye held a third concert, Dekade, at Plenary Hall.","The concert, with a set that contained numerous classics included in Dekade, featured duets with Sophia Latjuba and several of the original performers, such as Fariz RM with ""Sakura"" and A. Rafiq with ""Pengalaman Pertama"" (""First Experience""); Gutawa's orchestra again provided the music.Chrisye then began work on his last studio album, Senyawa (One Soul).",1
1654,a1654,b1654,"In collaboration with other Indonesian artists including Project Pop, Ungu, and Peterpan, he also produced the album, replacing Gutawa.","The song ""Bur-Kat"" (""Say It Quickly""), with Project Pop, marked his first attempt at rap.In July 2005 Chrisye was admitted to Pondok Indah Hospital, complaining of breathing difficulties.",1
1655,a1655,b1655,"After 13 days of treatment he was moved to the Mount Elizabeth Hospital in Singapore, where he was diagnosed with lung cancer.Chrisye's health improved in 2006Chrisye died on 30 March 2007 at his home in Cipete, South Jakarta.","He was buried in Jeruk Purut Public Cemetery, South Jakarta.One hundred days after Chrisye's death Musica released two compilation albums.",1
1656,a1656,b1656,"Entitled Chrisye in Memoriam – Greatest Hits and Chrisye in Memoriam – Everlasting Hits, they contained fourteen hits from albums ranging from Sabda Alam to Senyawa.","On 1 August 2008 Chrisye's last single ""Lirih"" (""Gentle Voice""), written by Aryono Huboyo Djati, was released.",1
1657,a1657,b1657,"The song's existence had been kept secret, and the recording date is unknown;According to Jockie, one of the main reasons that Chrisye was chosen to record ""Lilin-Lilin Kecil"" was that he had a unique voice with a soft timbre, which went well with the keyboards used; Jockie, however, felt that Chrisye's voice lost its dynamics when mixed with mellow music, which led him to give their collaboration Jurang Pemisah more of a rock feel.A writer for the Indonesian magazine Gatra described Chrisye's on-stage persona as ""stiff"", with very little movement.Chrisye chose his own costumes and at times experimented with different colours and designs.","In all his music videos he preferred to wear the same style of shirt, quipping in an interview with Kompas that he would only wear a different one if he had fallen into a ditch.Chrisye has been described as ""legendary""  by several journalists.",1
1658,a1658,b1658,"This was followed by the selection of four of his songs (""Lilin-Lilin Kecil"" at number 13, ""Merpati Putih"" at number 43, ""Anak Jalanan"" at number 72, and ""Merepih Alam"" at number 90) as some of the best Indonesian songs of all time; Guruh Gipsy's song ""Indonesia Maharddhika"" placed at number 59.According to data from the Indonesian Recording Industry Association, the original Badai Pasti Berlalu is the second-best-selling Indonesian album of all time, with nine million copies sold between 1977 and 1993.In 2009 many Indonesian artists, including Vina Panduwinata, Ahmad Albar, D'Cinnamons, and Sherina Munaf, performed 20 of Chrisye's songs as a tribute in the ""Chrisye: A Night to Remember"" concert at the Ritz Carlton, Jakarta.",was held on 5 April 2012.,1
1659,a1659,b1659,"Entitled Kidung Abadi Chrisye (Chrisye's Eternal Ballad) and held at Plenary Hall in the Jakarta Convention Centre, it featured a holographic representation of the singer performing with Sophia Latjuba, Once Mekel, Vina Panduwinata, and Gutawa's daughter Gita.","The concert included a new song, ""Kidung Abadi"" (""Eternal Ballad""), written by Erwin and Gita Gutawa and made using 246 previously recorded syllables.Alberthiene Endah has written two biographies of Chrisye.",1
1660,a1660,b1660,"The first, Chrisye: Sebuah Memoar Musikal (Chrisye: a Musical Memoir), was published in 2007 and details his childhood, career, and struggle with cancer.","The second, The Last Words of Chrisye, was released in 2010 and covers the final years of his life.",1
1661,a1661,b1661,"Another book, Chrisye, di Mata Media, Sahabat &amp; Fans (Chrisye, in the Eyes of the Media, Friends, &amp; Fans) was released in March 2012.In 2017, a biopic film depicting on his life journey was scheduled to be released in September, directed by Rizal Mantovani and starring Vino G. Bastian as Chrisye.",Filming began in February 2017.Chrisye received numerous awards during his career.,1
1662,a1662,b1662,"In 1979 he was selected as the Favourite Singer of the Indonesian Armed Forces.Chrisye received three BASF Awards, sponsored by the BASF cassette production company, for best-selling albums; his first was in 1984 for Sendiri, followed by one in 1988 for Jumpa Pertama and one in 1989 for Pergilah Kasih.","The following year Kala Cinta Menggoda won nine AMIs, including Best Album; Chrisye himself received awards for Best Male Pop Singer, Best Recording Singer, and Best Graphic Designer (shared with Gauri).Aciu Widjaja, now President-Director of Air Asia, described Chrisye as a simple man and said that one time, when he, Chrisye, and several others had gone overseas Chrisye was the only one who did not look for brand-name clothing or world-class restaurants; instead he ate at a food court and bought what he felt was comfortable.After his marriage to Yanti, she ended her singing career to become a housewife.",1
1663,a1663,b1663,"When the couple had children, Chrisye often had little time to spend with them as he was busy performing or recording; however, he attempted to spend as much time with them as possible.","In a 1992 interview, he said that his children did not want to follow in their parents' footsteps and become singers because they had seen the stresses it put on the family.Chrisye released 31 albums during his lifetime, 1 with Guruh Gipsy, 21 studio albums, and 9 compilation albums.Chrisye also released many singles, several of which were used as theme songs for Indonesian soap operas: ""Pengalaman Pertama"" was used for the serial Ganteng-Ganteng Kok Monyet (Very Handsome, But Like a Monkey!",1
1664,a1664,b1664,"The history of Arsenal Football Club between 1886 and 1966 covers the time from the club's foundation, through the first two major periods of success (the 1930s, and the late 1940s and early 1950s, respectively) and the club's subsequent decline to mid-table status in the 1960s.Arsenal Football Club was founded in 1886 as a munition workers' team from Woolwich, then in Kent, now southeast London.",They turned professional in 1891 and joined The Football League two years later.,1
1665,a1665,b1665,They were promoted to the First Division in 1904 but financial problems meant they were liquidated and reformed.,"They were bought out by Sir Henry Norris that year and to improve the club's financial standing, he moved the team to Arsenal Stadium, Highbury, north London in 1913.",1
1666,a1666,b1666,"After the First World War he arranged for the club's promotion back to the First Division, in controversial circumstances.It was not until the appointment of Herbert Chapman in 1925 that Arsenal had their first period of major success; Chapman modernised and reformed the club's practices and tactics, and under him and his successor George Allison (who took over after Chapman's death in January 1934), Arsenal won five First Division titles and two FA Cups in the 1930s.","After the Second World War, Tom Whittaker continued the success, leading the club to two First Division titles and an FA Cup.",1
1667,a1667,b1667,"After Whittaker's death Arsenal's fortunes gradually declined; by 1966, they were in mid-table obscurity and had not won a trophy in thirteen years.","This led to the dismissal of Billy Wright as manager in 1966, and with it the appointment of Bertie Mee, who would go on to turn around the club's fortunes.Arsenal were founded as Dial Square in 1886 by a group of workers employed by the Dial Square workshop at the Royal Arsenal, an armaments factory in Woolwich, Kent (formally part of the new County of London from 1889).Dial Square played their first match on 11 December 1886 against Eastern Wanderers on an open field on the Isle of Dogs, which they won 6–0.During this period, Royal Arsenal started to win local trophies, winning both the Kent Senior Cup and London Charity Cup in 1889–90 and the London Senior Cup in 1890–91; they also entered the FA Cup for the first time in 1889–90.Woolwich Arsenal played in the Second Division for eleven seasons, and generally occupied mid-table before the appointment of Harry Bradshaw as manager in 1899; Bradshaw and his star signings, including goalkeeper Jimmy Ashcroft (Arsenal's first England international) and captain Jimmy Jackson, won promotion to the First Division in 1903–04.",1
1668,a1668,b1668,"However, Bradshaw moved on to Fulham in May 1904, before the Gunners had kicked a ball in the top flight.","Despite some strong performances in the FA Cup – the club reached the semi-finals in 1905–06 and 1906–07 – Arsenal were never able to challenge for the League title, only twice finishing above tenth place in the First Division between 1904 and 1913.The cause of this decline was the club's ongoing financial problems; despite the boom in football during the early 20th century, the club's geographic isolation, in the relatively underpopulated area of Plumstead (then on the outskirts of urban London), meant attendances and thus income were low.",1
1669,a1669,b1669,"To stay afloat, Woolwich Arsenal were forced to sell their star players (including Ashcroft, as well as Tim Coleman and Bert Freeman), and slowly started to slip down the table, which compounded their financial situation as crowds fell.","By the end of the decade the average attendance at Manor Ground was 11,000, a little over half of what it had been in 1904.Norris was acutely aware of the problems associated with Woolwich Arsenal's location, and was desperate to improve the club's income.",1
1670,a1670,b1670,"First, Norris tried to merge Woolwich Arsenal with his other club, Fulham.","When that was blocked by the Football League, Norris abandoned the merger and looked to move the club elsewhere, eventually picking a site in Highbury, north London.",1
1671,a1671,b1671,"Despite objections both from Woolwich-based fans and residents of Highbury,) on building the new stadium, designed by Archibald Leitch, on a divinity college's playing fields.","Woolwich Arsenal moved there in the 1913 close season, having finished bottom and relegated to the Second Division in 1912–13.",1
1672,a1672,b1672,"The move to Highbury brought about much larger crowds; the average attendance in Arsenal's first season at the new ground was 23,000 (compared to 11,000 at the Manor Ground) and rose further after promotion in 1919, finally warding off the spectre of financial ruin.The club controversially rejoined the First Division in 1919, The First Division was being expanded from 20 teams to 22, and the two new entrants were elected at an AGM of the Football League.","On past precedent the two places would be given to the two clubs that would otherwise have been relegated, namely Chelsea and Tottenham Hotspur.",1
1673,a1673,b1673,Instead one of the extra places was awarded to Chelsea - who had been the victims of a betting controversy - and a ballot was called for the remaining place.,"The candidates included 20th-placed Tottenham Hotspur and, from the second division, Barnsley (who had finished third); Wolves, (fourth); Birmingham (fifth later amended to sixth); Hull City (seventh); and Nottingham Forest (eighteenth).The League voted to promote sixth-placed Arsenal, for reasons of history over merit; Norris argued that Arsenal be promoted for their ""long service to league football"", having been the first League club from the South.According to Soar and Tyler, the announcement of the vote seemed to catch all the clubs, except Arsenal, unawaresNo conclusive proof of wrongdoing has come to light, though other aspects of Norris's financial dealings unrelated to the promotion controversy have fuelled speculation on the matter; Norris resigned as chairman and left the club in 1929, having been found guilty by the Football Association of financial irregularities; he was found to have misused his expenses account, and to have pocketed the proceeds of the sale of the Arsenal team bus.There appear to be no extant records of the meetings which elected Arsenal to the First Division in 1919, however the book Making the Arsenal proposes a different reason for their election in that year.",1
1674,a1674,b1674,The site argues that the match fixing issues of the final year of football before the war (1914–15) were used by Norris as a weapon in his battle to get Arsenal promoted.,"He demanded that Liverpool and Manchester United (some of whose players had been found guilty of match fixing) be punished by relegation or expulsion, and threatened to organise a breakaway from the league by Midlands and southern clubs if nothing was done.",1
1675,a1675,b1675,To placate him the League offered Arsenal a place in the First Division.The club's return to the First Division was not immediately successful.,"Under Leslie Knighton, the club never finished better than ninth, and in 1923–24 came close to returning to the Second Division, finishing 19th and only a point clear of the relegation zone.",1
1676,a1676,b1676,"Arsenal did no better the following season, finishing 20th (although paradoxically the club were a lot safer this time, being seven points clear of the relegation places), which was the last straw for Norris; he fired Knighton in May 1925,Chapman reformed many of the club's practices, including modernising the training and physiotherapy regimes, adding numbers to the players' shirts in August 1928,Chapman's first signing was veteran Charlie Buchan from Sunderland; as well as his contributions on the pitch, Buchan would play an important part off it.","After Arsenal were beaten 7–0 by Newcastle United in October 1925, Buchan suggested a change to the formation to adapt to a relaxation of the offside law, adjusting Arsenal's formation to the ""WM"", strengthening the defence by pushing the centre half back into defence and the full-backs out to the wings.Arsenal came second in Chapman's first season, their best finish at that time,Chapman was not deterred, and continued to build his side, signing future captain Eddie Hapgood, as well as three of the club's great attacking players, David Jack, Alex James and Cliff Bastin; it was especially Alex James, Arsenal's playmaker in midfield, supplying the forward line and wingers, who became celebrated as the engine of the team.",1
1677,a1677,b1677,"Three years after their first Cup final, in 1929–30, Arsenal reached Wembley again, this time up against Chapman's old club Huddersfield Town.","The match was notable for being ""buzzed"" by the enormous German airship Graf Zeppelin.",1
1678,a1678,b1678,"Arsenal were not distracted from their task; they won 2–0 with goals from James and Lambert to bring home the club's first major trophy.On 30 August 1930, Arsenal helped create a new attendance record of 28,723 at Blackpool's Bloomfield Road ground.","They helped set it again over the next two seasons with crowds of 29,576 and 30,218.Their FA Cup success was the first in a decade in which Arsenal were the dominant club in England.",1
1679,a1679,b1679,"They won the First Division for the first time in 1930–31; Arsenal performed strongly in a free-scoring title race with Aston Villa, recording several heavy wins (including 7–1 against Blackpool, 7–2 v Leicester City, and 9–1 v Grimsby Town, which remains a club record for the top flight).","Arsenal won the title with two games to spare, and finished the season having scored 127 league goals (another club record), though Aston Villa managed to score 128, which is still a record for the most goals in an English top flight season.The following season, 1931–32, Arsenal reached the FA Cup final again, losing controversially to Newcastle United.",1
1680,a1680,b1680,"Arsenal had led 1–0 with a Bob John goal, but Newcastle's equaliser came after a long ball had gone over the goal line, and out for a goal kick;Arsenal bounced back the following season, winning their second League title.","Arsenal had started the season weakly, but then went on a long winning run to catch up and then overtake fellow title challengers Aston Villa, whom they beat 5–0 at Highbury in April to clinch the title.",1
1681,a1681,b1681,"One of the stand-ins, Tommy Black, was particularly to blame (conceding a penalty for Walsall's second), and was sold by an enraged Chapman to Plymouth Argyle within a week of the result; another, striker Charlie Walsh, was transferred to Brentford a week later.Arsenal had started the 1933–34 season solidly, but in January 1934 Herbert Chapman died suddenly from pneumonia.","Despite this, under caretaker manager Joe Shaw Arsenal retained the title that season; Hulme and James were both out with injury for a large portion, and so Arsenal were not the attacking side they had been the previous season, scoring only 75 in the League, compared with 118 in 1932–33.George Allison (who had formerly been a director of the club) took over the job of team manager in summer 1934 and soon signed new blood for the side, including wing halves Jack Crayston and Wilf Copping (whose signings had been initiated by Chapman), and striker Ted Drake.",1
1682,a1682,b1682,"With these new signings, Allison oversaw the completion of a hat-trick of League titles in 1934–35, and Arsenal were back to their attacking best; Drake scored a club record 42 league goals that season and Arsenal racked up a series of heavily one-sided scorelines reminiscent of the 1930–31 season (including 7–0 v. Wolves, 8–1 v. Liverpool, and 8–0 twice, v. Leicester City and v. Middlesbrough).","Such was Arsenal's strength that in November 1934, seven players that started for the England side that beat World Champions Italy 3–2 (in the so-called ""Battle of Highbury"") were on Arsenal's books, a record number of players from a single club, which still stands today.Arsenal's ongoing success attracted larger and larger crowds.",1
1683,a1683,b1683,"Arsenal's home, Highbury, was completely redeveloped, with Leitch's stands from 1913 demolished and replaced with modern Art Deco stands, parts of which remain to this day — the façade of the East Stand is now a Grade II listed building,Arsenal's dominance of the decade was sealed with a second FA Cup in 1935–36, winning 1–0 against Sheffield United with a goal from Drake.","Arsenal faded in the League somewhat after the 1934–35 title, and were weakened by the retirement of Alex James and the club's inability to replace him, as well as long-term injuries to several other key players such as Herbie Roberts and Joe Hulme.",1
1684,a1684,b1684,"Nevertheless, they won a fifth League title in 1937–38, pipping Wolves on the final day of the season, to cap off a highly successful decade.Soon after the outbreak of the Second World War in 1939, all first-class football in Britain was suspended, and the 1939–40 Football League season annulled.","Highbury was requisitioned as an ARP station, with a barrage balloon operating behind the Clock End.",1
1685,a1685,b1685,"During the Blitz, a bomb fell on the North Bank, destroying the roof and setting fire to the scrap that was being stored on the terrace.","With Highbury closed, Arsenal instead played their home matches at White Hart Lane, home of their rivals Tottenham Hotspur.In November 1945, with league competition still suspended, Arsenal were one of the teams that played a Dynamo Moscow side touring the UK.",1
1686,a1686,b1686,"With many players still serving abroad in the armed forces, Arsenal were severely depleted and used six guest players, including Stanley Matthews and Stan Mortensen, which led Dynamo to declare they were playing an England XI, The match, at White Hart Lane, kicked off in thick fog and the slick and technically proficient Dynamo won 4–3, after Arsenal had led 3–1 at half-time.Though the score is generally agreed upon, after that accounts of the match diverge; even the identity of the goalscorers is disputed.","English reports alleged Dynamo fielded twelve players at one point, and tried to pressurise the referee into abandoning the match when they had been behind; in turn, the Soviets accused Arsenal of persistent foul play and even alleged George Allison had bet money on the result (a claim that was later retracted).",1
1687,a1687,b1687,"With the fog obscuring much of the action, not to mention the language barriers and the early-Cold War mutual suspicion between both sides, it is unlikely any reliable account of the match will emerge.The war had claimed the lives of nine Arsenal first team players, the most of any top flight club, George Allison decided to retire from football at the end of that season, and was replaced by his assistant Tom Whittaker, a long-time servant of the club who had been trainer under Chapman.Whittaker enjoyed immediate success, winning the League title in 1947–48; led by captain Joe Mercer's strong defence and with goals from attacking front two of Reg Lewis and Ronnie Rooke, Arsenal were top of the table from October until the season's climax, winning by a seven-point margin.","However, given the age of the Arsenal side at the time (Rooke and Mercer were both over thirty, as were Denis and Leslie Compton), long-term success was not possible.",1
1688,a1688,b1688,"In response, Whittaker had brought in younger players such as Doug Lishman, Alex Forbes and Cliff Holton.","Although Arsenal were unable to sustain any challenges for the League title, with the new blood they won the FA Cup in 1949–50, with Reg Lewis scoring both goals in a 2–0 win over Liverpool.The 1951–52 season saw the club nearly win the Double, but ultimately end up empty-handed; a series of injuries and a fixture pile-up at the end of the season saw Arsenal lose their last two matches, including the title decider against eventual champions Manchester United at Old Trafford on the last day of the season; A week later, Arsenal played Newcastle United in the 1952 FA Cup Final, with several recovering players rushed back into the first team; Walley Barnes was taken off injured with a twisted knee after 35 minutes (no substitutes were allowed then), and ten-man Arsenal suffered further injuries to Holton, Roper and Daniel, so that by the end of the match they had only seven fit players on the pitch; with the numerical advantage in their favour, Newcastle won 1–0 with a goal from George Robledo.Despite the disappointment of the previous season, Arsenal won their seventh League title in 1952–53; in one of the closest title races, they beat Preston North End to the title on goal average after finishing level on points.",1
1689,a1689,b1689,"That proved to be Arsenal's last trophy for seventeen years, as Arsenal's fortunes began to wane, particularly after the unexpected death of Tom Whittaker in October 1956.As the club's fortunes declined, they found themselves unable to attract many stars (Welsh international goalkeeper Jack Kelsey being a notable exception), while up and coming players such as David Herd left for more successful clubs.","Jack Crayston and George Swindin, both former players, followed Whittaker but could not replicate his success.",1
1690,a1690,b1690,"Apart from finishing third in 1958–59 and fifth in both 1955–56 and 1956–57, Arsenal usually finished in mid-table.","To make matters worse for the club, Tottenham Hotspur won the Double in 1960–61.In 1962, Arsenal made the bold but ultimately unsuccessful step of appointing former England and Wolves captain Billy Wright as manager, despite his lack of managerial experience and the fact he had no prior experience with the club.",1
1691,a1691,b1691,"Like his two immediate predecessors, Wright was not very successful, although it was under his leadership that the club made their debut in European competition, in the 1963–64 Inter-Cities Fairs Cup after finishing seventh in 1962–63.",and was replaced by club physiotherapist Bertie Mee.,1
1692,a1692,b1692,"Royal NavyWorld War IHMS Erin was a dreadnought battleship of the Royal Navy, originally ordered by the Ottoman government from the British Vickers Company.",The ship was to have been named Reşadiye when she entered service with the Ottoman Navy.,1
1693,a1693,b1693,The  Reşadiye class was designed to be at least the equal of any other ship afloat or under construction.,"When the First World War began in August 1914, Reşadiye was nearly complete and was seized at the orders of Winston Churchill, the First Lord of the Admiralty to keep her in British hands and prevent her from being used by Germany or German allies.",1
1694,a1694,b1694,"There is no evidence that the seizure played any part in the Ottoman government declaring war on Britain and the Entente Cordiale.Aside from a minor role in the Battle of Jutland in May 1916 and the inconclusive Action of 19 August the same year, Erin's service during the war generally consisted of routine patrols and training in the North Sea.",The ship was deemed obsolete after the war; she was reduced to reserve and used as a training ship.,1
1695,a1695,b1695,Erin served as the flagship of the reserve fleet at the Nore for most of 1920.,"She was sold for scrap in 1922 and broken up the following year.The design was based on the King George V class, but employed the six-inch (152 mm) secondary armament of the Iron Duke class.",1
1696,a1696,b1696,"Erin had an overall length of 559 feet 6 inches (170.54 m), a beam of 91 feet 7 inches (27.9 m) and a draught of 28 feet 5 inches (8.7 m).","She displaced 22,780 long tons (23,150 t) at normal load and 25,250 long tons (25,660 t) at deep load.",1
1697,a1697,b1697,"In 1914 her crew numbered 976 officers and ratings and 1,064 a year later.Erin was powered by a pair of Parsons direct-drive steam turbine sets, each driving two shafts, using steam from 15 Babcock &amp; Wilcox boilers.","The turbines, rated at 26,500 shaft horsepower (19,800 kW), were intended to give the ship a maximum speed of 21 knots (39 km/h; 24 mph).",1
1698,a1698,b1698,"The ship carried enough coal and fuel oil for a maximum range of 5,300 nautical miles (9,800 km; 6,100 mi) at a cruising speed of 10 knots (19 km/h; 12 mph).The ship was armed with a main battery of ten BL 13.5 in (343 mm) MK VI guns mounted in five twin-gun turrets, designated 'A', 'B', 'Q', 'X' and 'Y' from front to rear.","They were arranged in two superfiring pairs, one forward and one aft of the superstructure; the fifth turret was amidships, between the funnels and the rear superstructure.",1
1699,a1699,b1699,Close-range defence against torpedo boats was provided by a secondary battery of sixteen BL 6-inch Mk XVI guns.,The ship was also fitted with six quick-firing (QF) 6-pounder (57 mm) Hotchkiss guns.,1
1700,a1700,b1700,"As was typical for capital ships of the period, she was equipped with four submerged 21-inch (533 mm) torpedo tubes on the broadside.",Erin was protected by a waterline armoured belt that was 12 inches (305 mm) thick over the ship's vitals.,1
1701,a1701,b1701,Her decks ranged in thickness from 1 to 3 inches (25 to 76 mm).,"The main gun turrets were 11 inches (279 mm) thick and were supported by barbettes 9–10 inches (229–254 mm) thick.Four of the six-pounder guns were removed in 1915–1916 and a QF three-inch 20-cwt anti-aircraft (AA) gun was installed on the former searchlight platform on the aft superstructure.Erin originally was ordered by the Ottoman Empire on 8 June 1911,The takeover caused considerable ill will in the Ottoman Empire, where public subscriptions had partially funded the ships.",1
1702,a1702,b1702,"When the Ottoman government had been in a financial deadlock over the budget of the battleships, donations for the Ottoman Navy had come in from taverns, cafés, schools and markets, and large donations were rewarded with a ""Navy Donation Medal"".","The seizure, and the gift of the German battlecruiser Goeben to the Ottomans, influenced public opinion in the Empire to turn away from Britain.Captain Victor Stanley was appointed as Erin's captain.",1
1703,a1703,b1703,"On 5 September, she joined the Grand Fleet, commanded by Admiral John Jellicoe, at Scapa Flow in Orkney and was assigned to the Fourth Battle Squadron (BS).Jellicoe's ships, including Erin, practised gunnery drills on 10–13 January 1915 west of the Orkney and Shetland Islands.The Grand Fleet conducted sweeps into the central North Sea on 17–19 May and 29–31 May without encountering German vessels.","During 11–14 June, the fleet practised gunnery and battle exercises west of the Shetlands and more training off the Shetlands from 11 July.The fleet departed for a cruise in the North Sea on 26 February 1916; Jellicoe had intended to use the Harwich Force to sweep the Heligoland Bight but bad weather prevented operations in the southern North Sea and the operation was confined to the northern end.",1
1704,a1704,b1704,Another sweep began on 6 March but was abandoned the following day as the weather grew too severe for the destroyer escorts.,"On the night of 25 March, Erin and the rest of the fleet sailed from Scapa Flow to support Beatty's battlecruisers and other light forces raiding the German Zeppelin base at Tondern.",1
1705,a1705,b1705,"By the time the Grand Fleet approached the area on 26 March, the British and German forces had already disengaged and a strong gale threatened the light craft, so the fleet was ordered to return to base.To lure out and destroy a portion of the Grand Fleet, the High Seas Fleet (Admiral Reinhard Scheer) composed of 16 dreadnoughts, 6 pre-dreadnoughts and supporting ships, departed the Jade Bight early on the morning of 31 May.",The fleet sailed in concert with Rear Admiral Franz von Hipper's five battlecruisers.,1
1706,a1706,b1706,Room 40 at the Admiralty had intercepted and decrypted German radio traffic containing plans of the operation.,"The Admiralty ordered the Grand Fleet, with 28 dreadnoughts and 9 battlecruisers, to sortie the night before, to cut off and destroy the High Seas Fleet.During the Battle of Jutland on 31 May, Beatty's battlecruisers managed to bait Scheer and Hipper into a pursuit as they fell back upon the main body of the Grand Fleet.",1
1707,a1707,b1707,"After Jellicoe deployed his ships into line of battle, Erin was the fourth from the head of the line.The Grand Fleet sortied on 18 August to ambush the High Seas Fleet while it advanced into the southern North Sea but miscommunications and mistakes prevented Jellicoe from intercepting the German fleet before it returned to port.","Two light cruisers were sunk by German U-boats during the operation, prompting Jellicoe to decide to not risk the major units of the fleet south of 55° 30' North due to the prevalence of German submarines and mines.",1
